id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4085362,"""Room with a View""  from ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28175,-71.14032,Private room,85,91,26,2017-08-27,0.36,2,364,0,STR-398654
4089940,"North End, 1 Bed Apt w/ office, Boston",20857768,Compass,,North End,42.36596,-71.05268,Entire home/apt,229,14,59,2021-05-20,1.13,6,0,4,Exempt: This listing is a unit used for furnished institutional or business stays
4090224,Sanitized Modern 3BD private home-near BCEC,17783651,Tiffany,,South Boston,42.3357,-71.05395,Entire home/apt,283,1,652,2021-08-28,7.77,1,270,95,STR-383708
4105704,Sunny Private Studio Aptmt,21299112,Helen,,Jamaica Plain,42.30236,-71.11491,Entire home/apt,125,29,256,2020-12-12,3.05,1,141,5,STR-386921
4148586,Back Bay Charmer,3588191,Kelly,,Back Bay,42.3533,-71.07272,Entire home/apt,225,91,15,2015-10-27,0.20,1,0,0,
4150640,Luxury Studio Apt in North End,20857768,Compass,,North End,42.36739,-71.0524,Entire home/apt,259,9,27,2021-06-27,5.55,6,15,4,Exempt: This listing is a unit used for furnished institutional or business stays
4233242,Quiet Artist's Retreat,197327,Melissa,,Jamaica Plain,42.313,-71.10931,Private room,98,29,39,2020-02-03,0.64,2,328,0,STR-416301
4257929,Two Bedroom Apartment in Kenmore Sq,21926328,Hayden,,Fenway,42.34962,-71.09322,Entire home/apt,250,91,0,,,1,0,0,
4263736,Brownstone Master Bath Suite Park Views by LMA & T,11228809,Jonathan,,Roxbury,42.32943,-71.09308,Private room,139,2,321,2021-09-04,4.16,6,56,7,STR-443395
4278067,Studio apart Tremont St South End #2,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,100,33,70,2021-05-31,1.34,6,306,3,
4291607,Great location!,16922109,Vanessa,,Brighton,42.33678,-71.15237,Entire home/apt,90,91,4,2015-08-03,0.05,1,0,0,
4294557,Gorgeous and Spacious 2Bed in Historic South End,22288672,Heather,,South End,42.33814,-71.07563,Entire home/apt,280,91,8,2016-09-25,0.11,1,0,0,
4315428,Master Suite@ Logan Airport,22402141,Mirian,,East Boston,42.39067,-71.00386,Private room,100,91,1,2015-11-25,0.01,3,363,0,
4315439,Room Logan Airport + 1/2 bathroom,22402141,Mirian,,East Boston,42.38921,-71.00268,Private room,80,100,5,2019-09-01,0.19,3,365,0,
4348422,Cozy Jamaica Plain Pad,22217451,Ashley,,Jamaica Plain,42.31158,-71.11171,Private room,150,91,0,,,1,0,0,
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,150,33,140,2021-03-06,1.76,6,261,2,
4364989,newly furn one bedroom by Copley #6,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,90,31,80,2021-09-14,1.06,6,322,3,
4377247,Perfect Back Bay 1BR; Walk the City,22726574,Nathan,,Back Bay,42.35469,-71.08154,Entire home/apt,139,91,43,2019-06-30,0.56,1,261,0,
4410765,"Grt Location, Big 3 Bed,Nr all Colleges, Hospitals",9795590,Patrick,,Brighton,42.35365,-71.14827,Entire home/apt,135,45,9,2019-07-05,0.14,2,285,0,
4460532,Brownstone Bedroom Treetop Skyline View by LMA & T,11228809,Jonathan,,Roxbury,42.32821,-71.09265,Private room,161,2,236,2021-05-01,3.10,6,47,4,STR-443395
4461111,Queen room in a charming villa,13226301,Mohamed,,Roslindale,42.27897,-71.13671,Private room,50,2,36,2021-06-09,0.59,2,261,3,STR-398232
4461613,Comfy Beacon Hill Studio Great for Work Travel; #13,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,127,1,117,2021-07-25,2.79,55,348,11,STR-415631
4461846,South End Studio Perfect for Work Travel #36,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,141,1,84,2021-08-26,2.34,55,346,5,STR-441258
4461901,"Stylish Downtown Studio in the SouthEnd, #8",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,141,1,127,2021-05-16,3.83,55,349,20,STR-415612
4500409,"Stylish Studio in Back Bay, on Newbury St; #1",22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,130,1,137,2021-08-17,3.38,55,321,13,LB-418468
4525875,Charming & Historic 2 bed/2 bath w/ private patio,23462166,Corey,,Charlestown,42.37848,-71.06497,Entire home/apt,353,3,46,2021-09-17,1.22,1,27,3,STR-399161
4526384,5 bedrooms 3 baths monthly Rental now,14785487,Aihua,,Allston,42.35768,-71.12937,Entire home/apt,600,31,33,2019-10-14,0.66,5,365,0,"I am not a hotel . 28 nights or longer is permitted by the new Ordinance. It excluded by the requirements for license

However, with the exception of licensing and restrictions : 14 days rental per year per rental property whether individually ( 14 days) or ( a few rentals ) combined (4 + 10 or 7+7 = 14 days ) are excluded."
4555637,Brownstone Loft Bedroom Rooftop Views by LMA & T,11228809,Jonathan,,Roxbury,42.32961,-71.09341,Private room,101,2,272,2021-09-12,5.21,6,66,10,STR-443395
4560053,Historic Beauty! Minutes to Center!,8229,Terry,,Roxbury,42.32405,-71.09069,Entire home/apt,219,3,88,2020-03-01,1.15,10,42,0,STR-446652
4566095,The Copley Suite - Radiant & Airy in the South End,5430185,Laura And Olivia,,South End,42.34301,-71.07304,Entire home/apt,110,120,20,2021-03-31,0.81,7,135,3,Exempt: This listing is a hotel or motel
4568116,Brownstone Cozy Private Studio by the T & LMA,11228809,Jonathan,,Roxbury,42.32953,-71.09199,Entire home/apt,123,2,494,2021-09-10,6.27,6,52,28,STR-443395
4573238,Chic furnished 2 bds- best Boston location N. End Boston,5578043,Dror,,North End,42.36424,-71.05259,Entire home/apt,161,31,156,2021-08-14,1.95,4,318,1,
4577188,Unique Fenway/Back Bay/Copley 1 Bed,5618949,Alan,,Fenway,42.34715,-71.09299,Entire home/apt,192,3,174,2021-08-28,2.13,6,76,4,STR-419049
4579186,"Luxury, Gorgeous, apartment, walk to MGH!",3137257,Elyne,,West End,42.36467,-71.06844,Entire home/apt,118,91,6,2017-03-23,0.11,2,197,0,
4580825,Amazing price and location w/ parking  N End (m1s),5578043,Dror,,North End,42.36322,-71.05145,Entire home/apt,199,2,137,2021-08-31,1.84,4,319,37,STR-406255
4583526,Lovely private 4 bedroom apt,23759488,Tricia,,Jamaica Plain,42.30455,-71.11553,Entire home/apt,211,2,223,2021-08-27,2.96,1,28,31,STR-410540
4593974,Parking EZ 2 Downtown/Longwood Larg,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,150,7,2017-09-01,0.10,31,365,0,
4593985,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,150,1,2015-06-20,0.01,31,365,0,
4602191,2 Bd/Bth Apt in Prime Location Gorgeous Water View,20079643,Alex @ Bcohousing,,West End,42.36452,-71.06928,Entire home/apt,354,90,18,2021-06-04,0.33,10,201,3,Exempt: This listing is a unit used for furnished institutional or business stays
4614037,Boston RooftopTerrace/ 2 Bed / By Logan airport,9073339,Elisangela,,East Boston,42.378693,-71.035088,Entire home/apt,243,1,222,2021-09-06,2.99,3,272,28,STR-398048
4623114,South End Studio Perfect for Work Travel #46,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,144,1,110,2021-08-21,2.33,55,352,10,STR-441249
4624582,Parking Easy to downtown/Longwood,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,150,4,2016-10-31,0.05,31,365,0,
4625517,GreenT&bus stops in front of door,7046340,Chun Kei,,Mission Hill,42.33471,-71.1065,Private room,100,91,0,,,1,0,0,
4630071,Charming studio,12165186,Masha,,Brighton,42.34425,-71.15592,Entire home/apt,49,91,14,2021-06-30,0.32,2,282,2,
4632511,Beacon Hill Duplex  2 bedrooms Queen beds sleeps 4,23901135,Lucy,,Beacon Hill,42.36114,-71.06521,Entire home/apt,305,29,69,2021-05-27,1.07,1,290,2,STR-394170
4662379,Historic House modernized,24124767,Matt,,Brighton,42.34765,-71.15509,Entire home/apt,407,3,126,2021-09-12,2.04,1,296,10,STR-416233
4699828,Charming Victorian Furnished Home,19466495,Barbara,,Hyde Park,42.25486,-71.12737,Entire home/apt,135,91,105,2019-06-28,1.40,1,219,0,STR-426451
4710583,Cozy Attic Bedroom in Allston,17892292,Marlene,,Allston,42.35914,-71.13348,Private room,41,91,3,2018-06-19,0.04,5,0,0,
4737304,Cosy Celtic Retreat,24158689,Deborah,,Brighton,42.34998,-71.1645,Private room,65,91,25,2018-07-13,0.59,1,322,0,
4755586,One Sweet Place,24532370,Andrea,,Mattapan,42.2767,-71.08145,Private room,27,29,20,2021-04-30,0.47,1,260,2,STR-416068
4757808,Romantic Beacon Hill Studio,3085882,Nino,,Beacon Hill,42.35815,-71.07102,Entire home/apt,110,91,5,2015-10-25,0.07,1,0,0,
4863108,Ensuite Private Room in Boston,8157833,John,,South Boston,42.33775,-71.05145,Private room,117,2,231,2021-09-12,3.06,1,310,21,STR-413500
4909590,"ALLSTON LOADED STUDIO: Steps to BU, BC & hospitals",25279966,Vj,,Allston,42.35049,-71.13328,Entire home/apt,84,240,340,2021-08-31,4.59,2,197,6,STR-415702
4995033,Modern Beacon Hill 2 Bedroom,11206328,Natasha,,Beacon Hill,42.35975,-71.06618,Entire home/apt,141,2,107,2021-09-05,2.88,1,11,8,STR-411167
5019306,Sunny Duplex Condo + Private Parking,15862012,Vicki,,South Boston,42.33484,-71.02974,Entire home/apt,304,3,137,2021-09-05,3.49,1,332,22,STR-397970
5047340,Beautiful & Spacious 4 BDR / 3 BA w/ FREE Parking,10250028,Michelle,,Allston,42.35943,-71.13342,Entire home/apt,486,4,221,2021-09-13,3.82,2,251,2,STR-411261
5048406,3rd floor room in Victorian House,26062958,Yvonne,,Dorchester,42.31261,-71.0671,Private room,45,2,32,2021-09-01,0.41,2,290,1,STR-415034
5049582,Quiet room - Great location!,197327,Melissa,,Jamaica Plain,42.31258,-71.10784,Private room,60,30,25,2021-08-31,0.32,2,322,2,STR-416301
5064995,Beacon Hill Brownstone,13435932,Tom,,Beacon Hill,42.36079,-71.06711,Entire home/apt,147,91,24,2021-06-01,0.46,2,0,1,
5088560,Stunning SouthEnd/BackBay Penthouse,21609039,Susan,,South End,42.34186,-71.08165,Entire home/apt,514,29,100,2020-12-27,1.36,3,314,8,Exempt: This listing is a unit used for furnished institutional or business stays
5166870,2 Bdrm Apt w/ tower in JP Victorian,1487352,Matt And Eva,,Jamaica Plain,42.30503,-71.10333,Entire home/apt,160,2,250,2021-09-16,3.23,1,258,28,STR-401736
5222368,Newly-Renovated Condo,1532353,Diana,,Mission Hill,42.32896,-71.10728,Private room,75,1000,0,,,1,0,0,
5317935,Family friendly Boston home,95959,Bandita,,Roxbury,42.32338,-71.09334,Entire home/apt,400,29,9,2018-10-21,0.17,1,230,0,STR-398243
5358934,"Renovated, Quiet, Free Parking",18517776,Huggy,,Roxbury,42.31681,-71.08001,Private room,42,150,6,2016-07-31,0.12,31,365,0,
5364137,**Studio by Airport and T Station**,23777641,Gavin,,East Boston,42.38704,-71.00581,Entire home/apt,75,60,84,2021-09-05,1.07,2,72,3,
5371051,Beautiful 3 bedroom Dorchester MA,27842033,Bernard,,Dorchester,42.31339,-71.06526,Entire home/apt,85,28,261,2021-06-14,3.93,2,167,2,
5434353,Quiet  Beauty in Boston,9658771,Anthony,,Roslindale,42.28626,-71.13707,Entire home/apt,130,14,26,2021-04-30,0.38,2,292,4,STR-445527
5478135,City living near the beach!,13595892,Elizabeth,,East Boston,42.38364,-71.0001,Entire home/apt,195,91,27,2016-10-23,0.45,1,0,0,
5495267,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,150,2,2016-08-30,0.03,31,365,0,
5526487,*Penthouse Duplex* Close to Center,28662210,Terry,,Mission Hill,42.33085,-71.09655,Entire home/apt,275,3,114,2021-09-07,1.53,5,51,2,STR446658
5526514,"Fresh! City Loft Apartment,  Minutes to Center!",28662210,Terry,,Roxbury,42.32827,-71.09443,Entire home/apt,162,3,122,2020-03-09,2.39,5,72,0,STR-446656
5581575,Private Entrance * King Beds! * Kid Friendly,28766987,Kathy,,Back Bay,42.34549,-71.0791,Entire home/apt,350,29,202,2021-05-30,3.25,1,72,16,STR-400453
5606682,Between BU/BC & great for groups,29066313,Andy,,Brighton,42.34152,-71.14918,Entire home/apt,90,91,126,2021-08-31,1.69,2,274,1,
5661246,Private Studio Apartment in a Central Location,12211716,Mark,,Allston,42.34919,-71.13109,Entire home/apt,125,7,159,2021-08-31,2.65,1,333,1,
5690424,"Beacon Hill House, Huge Roof Deck & Encore Casino",28090138,Gloria,,Beacon Hill,42.35819,-71.07177,Entire home/apt,310,91,124,2020-03-01,1.74,1,87,0,
5709298,Central Boston Beacon Hill 2brm,2006852,Jay,,Beacon Hill,42.35987,-71.0672,Entire home/apt,306,28,339,2021-08-25,4.36,7,324,15,Exempt: This listing is a unit that has contracts with hospitals
5718801,"Heart of South End, Convenient, Comfy Studio #42",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,121,1,138,2021-08-29,3.01,55,354,19,STR-441252
5718921,"Charming South End Brownstone, 2bedroom with a patio",22348222,Maverick,,South End,42.34455,-71.07628,Entire home/apt,406,29,141,2021-03-07,2.14,55,154,15,STR-415648
5738018,Sunny Two-Bedroom in Boston,7302835,Samuel,,Jamaica Plain,42.32499,-71.10549,Entire home/apt,95,91,0,,,1,0,0,
5739119,"Sunny 2-Bed Apt Next to T, close to BU & BC",18109786,Catherine,,Brighton,42.34206,-71.14396,Entire home/apt,85,28,96,2019-11-02,1.56,1,0,0,STR-408625
5762656,Entire Top Floor (2 bed/2 ba) by BC,15501263,Jonathan,,Brighton,42.3336,-71.15891,Private room,211,60,61,2019-09-30,0.98,1,354,0,
5768819,"Stylish Downtown Studio in the SouthEnd, C.Ave# 4",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,130,1,123,2021-08-15,2.51,55,339,16,STR-415605
5769127,"Stylish Downtown Studio in the SouthEnd, C.Ave# 3",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,144,1,217,2021-08-20,3.38,55,325,49,STR-415604
5775139,Large room located in Allston,29963974,Nesli,,Allston,42.35157,-71.13165,Private room,70,91,0,,,1,0,0,
5781926,City Sanctuary with ocean view and terrace garden,29573894,Amy,,South Boston,42.33295,-71.04651,Entire home/apt,200,30,37,2021-08-31,1.30,1,352,1,STR-398153
5782221,"""La Gemma"" - a gem in the North End",18601802,Gina,,North End,42.36726,-71.05424,Entire home/apt,300,3,228,2021-09-01,3.62,1,98,27,STR-388064
5806428,Close to Airport and Subway,15646805,Meghan,,East Boston,42.38127,-71.03102,Entire home/apt,125,91,31,2019-05-23,0.41,1,89,0,
5813177,Sunny 1BR for Summer,30162455,Patlapa,,Fenway,42.34306,-71.0872,Entire home/apt,62,91,0,,,1,0,0,
5822827,Charming South End Apartment - Winter Rental,30221323,Brandon,,South End,42.34339,-71.06977,Entire home/apt,198,91,5,2018-08-19,0.11,1,151,0,
5844314,Walk To Beach or City 1 -Our #1 Requested Room,30342817,Piter & Stacy,,Dorchester,42.31776,-71.05795,Private room,50,29,225,2020-07-05,3.58,5,343,0,Str416603
5856633,Condo overlooking Boston Harbour,30408736,Kate,,South Boston,42.33138,-71.04516,Entire home/apt,350,91,1,2016-05-13,0.02,1,0,0,
5870922,The Nantucket Room near Harvard Square,26956083,Todd,,Allston,42.3605,-71.12633,Private room,51,3,237,2021-09-06,3.64,4,146,20,STR-383892
5884429,"Two Rooms, Private Bath, AC -sleeps 4",15396970,Linda,,Roslindale,42.28658,-71.13554,Private room,115,2,97,2021-09-13,1.31,3,14,22,STR-396424
5903001,Boston Back Bay/Copley Square,30658962,Marlo,,Back Bay,42.35001,-71.07757,Entire home/apt,200,3,44,2021-08-15,0.60,1,327,10,STR-404614
5919529,Great location! 3 BD single fam. Kid-friendly.,24196977,Jenny,,Back Bay,42.35037,-71.07034,Entire home/apt,554,91,15,2016-07-15,0.20,2,230,0,
5927267,"Large room, wood floor, 2 windows",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,61,5,150,2021-09-14,1.96,3,158,4,STR-445765
5932402,South End Condo,2221632,Tad,,South End,42.34475,-71.07026,Private room,100,91,0,,,1,0,0,
5940866,"Sunny room, en-suite bathroom, minutes to Boston",12720679,Valerie,,East Boston,42.37619,-71.03354,Private room,75,2,357,2021-09-17,4.62,1,23,2,STR-427440
5967421,The Meditation Room near Harvard Square,26956083,Todd,,Allston,42.3605,-71.12633,Private room,55,91,171,2019-12-31,2.22,4,271,0,
6069883,Roslindale Village - private room,15396970,Linda,,Roslindale,42.28531,-71.13576,Private room,59,30,47,2020-01-07,1.20,3,340,0,STR-396424
6080461,Comfortable and close! 1.5 miles to Center,28662210,Terry,,Roxbury,42.33032,-71.09406,Entire home/apt,150,3,94,2019-12-01,1.58,5,65,0,STR446654
6089865,"Little Italy, Historic, Freedom Trail, TD Garden",3637081,Jason Or Jose,,North End,42.36692,-71.05608,Entire home/apt,213,1,452,2021-09-12,5.85,6,79,40,Exempt: This listing is a unit used for furnished institutional or business stays
6179374,Harvard Boston University MIT,30489899,Home On Blaine,,Allston,42.35489,-71.13865,Private room,45,91,6,2015-09-14,0.21,4,273,0,STR-404592
6238463,Pvt tree top suite in great location,31691830,Penny,,Jamaica Plain,42.3159,-71.11405,Private room,119,2,187,2021-09-13,3.71,1,66,34,STR-411564
6248970,Spacious room convenient to subway,32449720,Shawn,,Jamaica Plain,42.32172,-71.10346,Private room,53,3,261,2021-08-18,3.67,1,131,20,STR-418340
6296656,Brand New 2 BR | 1 BA in So. BOS #1,9410008,Jason,,South Boston,42.33536,-71.04523,Entire home/apt,284,10,180,2021-01-31,2.35,20,111,2,Exempt: This listing is a unit that has contracts with hospitals
6401859,`Hidden Gem in Boston,17890131,Grace & Mark,,Hyde Park,42.24652,-71.11623,Entire home/apt,99,1,117,2019-11-25,1.78,1,0,0,STR-403711
6426364,Great city views top floor one bed #7,9653086,Glenn,,South End,42.34144,-71.0763,Entire home/apt,130,29,79,2021-08-01,2.68,6,320,4,
6465075,Spacious 5BR Condo Near Metro,635157,Catlin,,Jamaica Plain,42.29828,-71.11048,Entire home/apt,449,3,126,2021-09-06,2.60,1,303,18,STR-445893
6489209,"Large room, excellent access",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,61,5,68,2021-06-12,1.38,3,160,3,STR-445765
6513924,Spacious unit near public transportation,16398126,Chris,,Roslindale,42.2863,-71.11945,Entire home/apt,64,91,105,2019-11-30,1.68,1,297,0,
6554785,Apartment close to everything!,28123912,Ned,,Downtown,42.35696,-71.06151,Entire home/apt,85,91,216,2018-12-31,2.88,2,109,0,
6576530,Luxury Sunny Hill Townhouse Unit #2,14785487,Aihua,,Roxbury,42.31134,-71.08513,Entire home/apt,450,31,16,2021-03-24,0.22,5,365,1,
6603827,Cozy private room near bus stop,34552909,Barrie,,Roslindale,42.28217,-71.11648,Private room,50,29,12,2021-08-31,0.48,2,276,3,
6609546,Beautiful Waterfront Location.,34584706,George,,South Boston Waterfront,42.34719,-71.04107,Private room,149,29,226,2020-03-12,3.79,1,361,0,STR-416477
6646604,"Sunny renovated 1 bed, near BC,BU",31340713,Kama,,Brighton,42.34109,-71.14634,Entire home/apt,115,30,32,2021-05-29,0.45,13,257,1,Exempt: This listing is a unit used for furnished institutional or business stays
6677469,south end/back bay brownstone,34949685,Oine,,Back Bay,42.34507,-71.07884,Entire home/apt,277,3,55,2019-11-10,9.82,1,258,1,STR-416571
6685682,Vintage Brownstone on Newbury|1 BR 1BA #3,814298,Thatch,,Back Bay,42.34809,-71.08559,Entire home/apt,197,2,108,2021-09-10,5.54,65,80,12,Exempt: This listing is a hotel or motel
6690605,Renovated Boston Apartment,35018472,Jennifer,,Charlestown,42.37814,-71.06329,Entire home/apt,200,91,24,2019-08-13,0.40,1,0,0,
6716872,Lovely Comm Ave Sublet,27805870,Eileen,,Brighton,42.33723,-71.15143,Private room,200,91,0,,,1,0,0,
6741968,Entire Loft Apt in Prestigious Beacon Hill,28662502,Tiffany,,Downtown,42.35731,-71.06179,Entire home/apt,79,91,259,2020-10-11,3.46,1,194,1,
6746543,Cool Top Floor 1 Bedroom Penthouse,32376332,Jordan,,Chinatown,42.35159,-71.06221,Entire home/apt,207,91,7,2020-06-06,0.09,1,272,0,
6758443,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,126,1,157,2021-08-22,3.61,55,330,31,STR-441260
6758462,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,121,1,83,2021-05-02,2.84,55,352,19,LB-101763
6758482,"Stylish Downtown Studio in the SouthEnd, C.Ave# 1",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,126,1,120,2021-08-22,2.23,55,349,15,STR-415602
6759004,Stylish & Comfortable Newbury St Studio; #10,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,127,1,177,2021-09-03,2.97,55,293,36,STR-445402
6759439,South End Studio Perfect for Work Travel #26,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,141,1,54,2021-07-25,1.04,55,340,12,STR-441244
6762011,"Heart of South End, Convenient, Comfy Studio #22",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,130,1,106,2021-08-11,2.29,55,325,8,LB-101763
6763409,"Charming Studio in Boston Brownstone, C.Ave#5",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,141,1,208,2021-09-04,2.87,55,334,40,STR-415606
6764572,Experience an 1880s Victorian house,35411494,Jon&Margrit,,Jamaica Plain,42.31858,-71.10628,Private room,95,1,230,2021-03-02,3.06,2,0,12,STR 383312
